"feed__data__message","feed__data__updated_time","feed__data__id","feed__paging__previous","feed__paging__next","id"
"Tholymis tillarga\n\nOctober 2019\n\nRajapalayam, Tamilnadu","2019-10-07T11:38:32+0000","216593478390203_2492776690771859","","",""
"Id- Orthetrum chrysis, female\nMapusa Goa\n7/10/19","2019-10-07T11:34:28+0000","216593478390203_2492655784117283","","",""
"Id - Orthetrum chrysis, male\nMapusa Goa\n7/10/19","2019-10-07T11:33:41+0000","216593478390203_2492656214117240","","",""
"Common Clubtail\n\nID courtesy Avinash Sant\n\nPalakkad, Kerala \n\n6 October 2019","2019-10-06T09:51:41+0000","216593478390203_2490421781007350","","",""
"Are these tow same or different? Both shot on same day 29 th Sept. 2019 at Sammilan Shetty's Butterfly Garden, Karnataka. The upper one seems to be Fulvous Forest Skimmer but the lower one was so dark red in colour that I got confused. Experts please help me.","2019-10-06T00:31:50+0000","216593478390203_2487159678000227","","",""
"Photographed at Kadamane Tea Estate, Sakleshpur, Karnataka.\n\nId please.\n\nThanks.","2019-10-05T18:43:16+0000","216593478390203_2487237837992411","","",""
"Tramea limbata\nID courtesy Amn Kumar\nPalakkad, Kerala \n\n5 October 2019","2019-10-05T17:12:31+0000","216593478390203_2488378197878375","","",""
"Pseudagrion  - Female\n\nBhandup pumping station | Mumbai | Maharashtra\n\nSeptember 2019","2019-10-04T18:28:04+0000","216593478390203_2487196867996508","","",""
"Which lestes sp.?? \nARAI, PUNE\nSept 2019","2019-10-04T16:09:52+0000","216593478390203_2452300951486100","","",""
"Saw near Jantagalli, Mysuru outskirts, September 2019.Id please.","2019-10-04T08:47:33+0000","216593478390203_2486341981415330","","",""
"Pantala flavescens\nLocation - Chalisgaon Dist. Jalgaon \n\nOct. 19\nVideo taken on #iPhone6","2019-10-04T05:24:41+0000","216593478390203_2486248918091303","","",""
"Four Days - Three Nights - Sixty species of Dragonflies!\nLike Minds - Tons of Knowledge - Its Gonna Be Nice!\n\nRegister Now! (Link - in description!)","2019-10-04T05:00:33+0000","216593478390203_2486219754760886","","",""
"Orthetrum luzonicum (Marsh skimmer)\n\nId Courtesy: Amn Kumar\n\nSeptember 29, 2019\n\nAanakkayam, Idukki, Kerala","2019-10-03T17:17:29+0000","216593478390203_2485129998203195","","",""
"Ceriagrion olivaceum - Rusty Marsh Dart\n\nThanks to [Aaratrik Pal](https://www.facebook.com/iAaratrik) for ID help\n\nKarkala, Base of Western Ghats, Karnataka 22nd Sept 2019","2019-10-03T13:44:31+0000","216593478390203_2478648825517979","","",""
"Lathrecista asiatica(Asiatic bloodtail) at Belvai, Karnataka. Sept. 2019.\nThanks to Sandeepji for ID.\nNikon D5300, Nikkor105 f/2.8","2019-10-03T13:05:31+0000","216593478390203_2484544234928438","","",""
"Acisoma panorpoides\n\nBhandup pumping station | Mumbai | Maharashtra\n\nOctober 2019","2019-10-03T13:00:26+0000","216593478390203_2484863241563204","","",""
"Rusty Marsh Dart at Belvai, Karnataka. Sept. 2019.\n\nNikon D5300, Nikkor105 f/2.8","2019-10-03T09:28:36+0000","216593478390203_2484545631594965","","",""
"Tholymis tillarga - Male\n\nBhandup pumping station | Mumbai | Maharashtra\n\nOctober 2019","2019-10-03T03:05:34+0000","216593478390203_2482980158418179","","",""
"Lestes elatus  Thanks Sharan Venkatesh for id help\n\nNear Karkala, Base of Western Ghats, Karnataka 22nd Sept 2019","2019-10-01T19:04:10+0000","216593478390203_2481452598570935","","",""
"I'd please ?\n\nSeptember 2019\nBastar Chhattisgarh .","2019-10-01T12:56:08+0000","216593478390203_2480161105366751","","",""
"Pseudagrion microcephalum immature Male\n\nBhandup pumping station | Mumbai | Maharashtra\n\nSeptember 2019","2019-10-01T07:33:21+0000","216593478390203_2476833399032855","","",""
"Copera vittata \n\nDevdhamapur | Ratnagiri | Maharashtra\n\nAugust 2019","2019-10-01T06:20:15+0000","216593478390203_2475422972507231","","",""
"Id plz.......\n\nSeptember 2019, Loc.-  Dantewada,CG","2019-10-01T04:38:21+0000","216593478390203_2480212935361568","","",""
"I'd please ?\n\nSeptember 2019\nBastar Chhattisgarh .","2019-10-01T04:10:09+0000","216593478390203_2480162202033308","","",""
"Clear Wing forest Glory at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\nNikon D5300, Nikkor 105 f/2.8","2019-09-29T14:38:09+0000","216593478390203_2477094682340060","","",""
"Id??\nMumbai Maharashtra\nSept 2019","2019-09-29T11:25:15+0000","216593478390203_2476571332392395","","",""
"Id plz\nBhavnagar,  Gujarat, India \nSept,2019","2019-09-28T17:34:32+0000","216593478390203_2475249272524601","","",""
"Pseudagrion microcephalum\n\nI'd confirm by Dattaprasad Sawant\n\nBhandup pumping station | Mumbai | Maharashtra\n\nSeptember 2019","2019-09-28T14:59:01+0000","216593478390203_2475004589215736","","",""
"Pseudagrion rubriceps male teneral\n\nI'd by Dattaprasad Sawant\n\nSajjangad | Satara | Maharashtra\n\nSeptember 2019","2019-09-28T14:58:10+0000","216593478390203_2472442019471993","","",""
"Orange Tailed Marsh Dart at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\nNikon D5300, Nikkor 105 f/2.8","2019-09-28T13:58:11+0000","216593478390203_2474929929223202","","",""
"Black Marsh Dart, female\n\nOnychargia atrocyana\n\nKolkata, West Bengal,\n\nIndia, 12/08/18","2019-09-27T15:52:54+0000","216593478390203_2473077649408430","","",""
"Tholymis tillarga, female\nID courtesy Antoine van der Heijden\nOttapalam, Palakkad, Kerala \n\n25 September 2019","2019-09-27T15:14:04+0000","216593478390203_2472289656153896","","",""
"Dear all,\n\nWe found these 18 (eighteen) dragonflies and dragonflies\n\non 22.9.19 at Shibpur Botanical Garden in Howrah,\n\nsouthern West Bengal, eastern India :\n\nCommon Clubtail\n\nBlue-tailed Green Darner\n\nScarlet Marsh Hawk\n\nLittle Blue Marsh Hawk (likely)\n\n(Brachydiplax species)\n\nDitch Jewel\n\nRuddy Marsh Skimmer\n\nBlue Ground Skimmer\n\nFulvous Forest Skimmer\n\nGreen Marsh Hawk\n\nWandering Glider\n\n(summer migrant coming from South Africa)\n\nYellow-tailed Ashy Skimmer\n\nCommon Picture Wing\n\nRed Marsh Trotter\n\nOrange-tailed Marsh Dart\n\nCoromandel Marsh Dart\n\nBlack Marsh Dart\n\nBlue Grass Dartlet (likely)\n\n(Pseudagrion microcephalum)\n\nPied Bush Dart i.e. Black-kneed Bush Dart. \n\n[ Mainly Souav Sanki and Mou Jana have prepared the checklist)\n\nCheers !  S.Patra,  SundayWatch, 26.9.19, 7. 21 p.m.\n\nHere is a nice Orange-tailed Marsh Dart clicked by\n\nSourav Sanki there on that day :","2019-09-27T15:06:45+0000","216593478390203_2472998212749707","","",""
"Id plz\nAnaciaeschana jaspidea ?\nBhavnagar,  Gujarat \n24 sept,2019","2019-09-27T14:23:59+0000","216593478390203_2472659162783612","","",""
"ID please... Samsing..North Bengal, West Bengal, DOP: 22/05/2019","2019-09-27T11:12:45+0000","216593478390203_2467935476589314","","",""
"Ischnura senegalensis \n\nBhandup pumping station | Mumbai | Maharashtra\n\nSeptember 2019","2019-09-26T15:42:53+0000","216593478390203_2470929012956627","","",""
"Is it white dartlet ?\nSiolim Goa\n22/9/19","2019-09-26T14:54:12+0000","216593478390203_2462502963799232","","",""
"Black Marsh Dart, male\nOnychargia atrocyana\nDurgapur, West bengal\nWest Barddhaman India, 12/08/18","2019-09-26T14:37:57+0000","216593478390203_2470819252967603","","",""
"Black tip Forest Glory at Sammilan Shetty's Butterfly Garden, Belvai, Karnataka. Sept. 2019\nNikon D5300, Nikkor 105 f/2.8","2019-09-26T13:32:24+0000","216593478390203_2470700266312835","","",""
"Dragonfly exuvia. Id please. Kannur, Kerala 22/09/2019 Prosenjit Dawn","2019-09-26T03:01:22+0000","216593478390203_2467956493253879","","",""
"ID requested, Samsing, North Bengal, DOP: 22/05/2019","2019-09-25T07:48:05+0000","216593478390203_2467933743256154","","",""
"Pseudagrion decorum \n\nBhandup pumping station | Mumbai | Maharashtra\n\nSeptember 2019","2019-09-25T01:08:10+0000","216593478390203_2466640513385477","","",""
"Pls help for I'd?\n\nDevihasol | Ratnagiri | Maharashtra\n\n15.09.2019","2019-09-24T12:24:03+0000","216593478390203_2466163960099799","","",""
"Brown backed Marsh Hawk: Othetrum chrysis\n22.09.2019\nSomeshwara Wildlife sanctuary, Karnataka\n\nID credits: Dattaprasad Sawant","2019-09-23T16:57:38+0000","216593478390203_2464527573596771","","",""
"ID-Owlfly\nJhajha, Jharkhand\n21/09/2019","2019-09-23T16:03:54+0000","216593478390203_2464166960299499","","",""
"Id please\nSiolim Goa\n22/9/19","2019-09-23T10:44:47+0000","216593478390203_2462497060466489","","",""
"Identified as Epopthalmia sp.\n\nLocation: Makunda Christian Hospital, Karimganj District, Assam\n\nDate: 23rd September 2019","2019-09-23T07:06:06+0000","216593478390203_2463334083716120","","",""
"Is it Orange tailed marsh dart ?\nSiolim Goa\n22/9/19","2019-09-22T18:14:45+0000","216593478390203_2462506313798897","","",""
"Id please\nSiolim Goa\n22/9/19","2019-09-22T17:24:08+0000","216593478390203_2462496487133213","","",""
"Id help needed. Location: Dehradun, India \n\nDate: 30.08.2019\n\ni was delighted to see this mating pair!!","2019-09-22T16:54:38+0000","216593478390203_2462422613807267","","",""
"A male individual of *Ceriagrion chromothorax* Sindhudurg Marsh Dart was observed by Saunak P. Pal in Sancordem area of Goa making it the first record from the state. Earlier records include few localities in Kerala apart from the type locality Sindhudurg in Maharashtra. Species was found perching on shrubs on a marshy land near Natures Nest resort.\n\nDate - 01 September 2019\n\nIdentification confirmation by Dattaprasad Sawant","2019-09-22T16:09:33+0000","216593478390203_2462281577154704","","",""
"Identified as Gynacantha dravida\n\nLocation: Makunda Christian Hospital, Karimganj District, Assam\n\nDate: 22nd September 2019","2019-09-22T14:37:53+0000","216593478390203_2461927327190129","","",""
"Had a great time talking at Towards an Ecological Landscape. More landscape architects would incorporate dragonfly-friendly designs in their next projects! More power to Us - The Dragonfly People!","2019-09-22T14:32:32+0000","216593478390203_2462098583839670","","",""
"Id please...19/09/19 nilambur forest..Kerala, india","2019-09-22T09:14:48+0000","216593478390203_2455519227830939","","",""
"Coromandel Marsh Dart \n\nID courtesy Vighnesh Shinde\n\nPalakkad, Kerala \n\n21 September 2019","2019-09-22T09:13:11+0000","216593478390203_2459666697416192","","",""
"Mortonagrion aborense\n\nLocation: Makunda Christian Hospital, Karimganj District, Assam\n\nDate: 22nd September 2019","2019-09-22T08:57:19+0000","216593478390203_2461704237212438","","",""
"Id plz\nMalnath Hills, Bhavnagar,  Gujarat \n21 sept, 2019","2019-09-22T05:37:22+0000","216593478390203_2461359507246911","","",""
"Dear all,\n\nWe got at least twenty four species of dragonflies & damselflies\n\non last Sunday 15.9.19 at Baidyabati Khal in Hooghly,\n\nsouthern West Bengal, Eastern India\n\nin between 6.20 a.m. & 3.30 p.m. such as :\n\nCommon Clubtail\n\nBlue-tailed Green Darner (possibly)\n\nTrumpet Tail\n\nScarlet Marsh Hawk\n\nRufous-backed Marsh Hawk\n\nDitch Jewel\n\nRuddy Marsh Skimmer\n\nBlue Ground Skimmer\n\nEstuarine Skimmer\n\nFulvous Forest Skimmer\n\nPied Paddy Skimmer\n\nGreen Marsh Hawk\n\nWandering Glider\n\nYellow-tailed Ashy Skimmer\n\nRufous Marsh Glider\n\nCommon Picture Wing\n\nCoral-tailed Cloud Wing\n\nCrimson Marsh Glider\n\nLong-legged Marsh Glider\n\nGreater Crimson Glider\n\nOrange-tailed Marsh Dart \n\nCoromandel Marsh Dart\n\nSenegal Golden Dartlet\n\nBlack Marsh Dart.\n\n[ Mainly Purab Chowdhury prepared the checklist ]\n\nWeather :\n\nAlmost clear sky. A bit hot and sultry.\n\nDragonfly movement was satisfactory.\n\nCheers !  S.Patra, SundayWatch, 19.9.19, 2.39 p.m.\n\nHere is a fabulous image of female Black Marsh Dart\n\nclicked by Chandrima Ghosh there on that day :","2019-09-21T17:57:50+0000","216593478390203_2458005847582277","","",""
"I will be talking on odonates and urbanization at TEL 3. Pune people, spot registrations are available. https://forms.gle/jHWE5zpjm1fS6FuYA","2019-09-21T03:12:07+0000","216593478390203_2459275140788681","","",""
"Common Picturewing\nRajarhat Kolkata West Bengal\nSeptember 2019","2019-09-20T13:10:55+0000","216593478390203_2458017217581140","","",""
"ID please. Is this Blue Ground Skimmer Male?\nMumbai, Maharashtra India\nSep 2019","2019-09-19T19:59:31+0000","216593478390203_2456298841086311","","",""
"Long-Legged Marsh Glider\n\nTrithemis pallidinervis\n\nDurgapur, West Barddhaman\n\nWest bengal, India, 27/03/17","2019-09-18T17:07:50+0000","216593478390203_2454422561273939","","",""
"id please \n\nDehradun : Uttarakhand \n\nSept 2019","2019-09-18T16:55:03+0000","216593478390203_2454354621280733","","",""
"id please\n\nDehradun : Uttarakhand\n\nSept 2019","2019-09-18T16:28:44+0000","216593478390203_2454357897947072","","",""
"id please\n\nDehradun : Uttarakhand\n\nSept 2019","2019-09-18T16:26:31+0000","216593478390203_2454355751280620","","",""
"Ceriagrion chromothorax - Sindhudurg Marsh Dart\n\nDevihasol | Ratnagiri | Maharashtra\n\n15.09.2019\nI'd confirm by Dattaprasad Sawant","2019-09-18T12:59:58+0000","216593478390203_2454019634647565","","",""
"Id??\nMumbai Maharashtra\nSept 2019","2019-09-18T01:29:14+0000","216593478390203_2452486054800923","","",""
"Id requested..\nArai , pune","2019-09-17T17:10:22+0000","216593478390203_2452473718135490","","",""
"ID : Orthetrum pruinosum\nBenog Wildlife Sanctuary, Uttarakhand\nSeptember '19","2019-09-17T16:07:02+0000","216593478390203_2439621242754071","","",""
"Identified as Orthetrum sp.\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 1st September 2019","2019-09-17T01:55:09+0000","216593478390203_2450360321680163","","",""
"ID Help please\nChiplun, Maharashtra \n08-Sep-19","2019-09-16T17:51:18+0000","216593478390203_2448010021915193","","",""
"Identified as Onychargia atrocyana\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 1st September 2019","2019-09-16T16:02:51+0000","216593478390203_2450356988347163","","",""
"Identified as Agriocnemis sp.\n\nLocation: Forest Track, Karimganj District, Assam\n\nDate: 1st September 2019","2019-09-16T16:02:06+0000","216593478390203_2450359421680253","","",""
"Saffron faced blue dart\nTripura\nAug, 2019","2019-09-16T14:44:44+0000","216593478390203_2450233281692867","","",""
"I'd pls..\nDurgapur, West Barddhaman\nWest Bengal, India\nJune 2018","2019-09-16T03:29:14+0000","216593478390203_2447782901937905","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n27/03/17","2019-09-15T17:05:55+0000","216593478390203_2446568038726058","","",""
"I'd please ?\n\nSeptember 2019\nBastar Chhattisgarh .","2019-09-15T13:27:07+0000","216593478390203_2447713898611472","","",""
"ID Help please\nChiplun, Maharashtra \n08-Sep-19","2019-09-15T12:09:22+0000","216593478390203_2448014605248068","","",""
"Damselfly id needed. Photo taken in Sukna, Siliguri district, by Col Arvind on 15 Sep 2018.","2019-09-15T10:46:22+0000","216593478390203_2447626111953584","","",""
"I'd pls..\nDurgapur, West Barddhaman\nWest Bengal, India\nJune 2018","2019-09-15T09:59:40+0000","216593478390203_2447774965272032","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n27/03/17","2019-09-14T18:24:23+0000","216593478390203_2446560538726808","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n26/02/17","2019-09-14T18:02:37+0000","216593478390203_2446349715414557","","",""
"Id please\nMapusa Goa\n14/9/19","2019-09-14T17:54:01+0000","216593478390203_2446630238719838","","",""
"Pied bush dart, Copera ciliata, male\nDurgapur, West Barddhaman\nWest Bengal, India, 27/09/17","2019-09-14T17:04:47+0000","216593478390203_2446558855393643","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n26/02/17","2019-09-14T15:33:17+0000","216593478390203_2446356142080581","","",""
"Golden Dartlet, female\n\nIschnura rubilio\n\nDurgapur, West Barddhaman\n\nWest Bengal, 26/02/17","2019-09-14T15:32:31+0000","216593478390203_2442640202452175","","",""
"Pied Paddy Skimmer, male\nNeurothemis tullia\nDurgapur, West Barddhaman\nWest Bengal, India, 11/06/17","2019-09-14T14:37:00+0000","216593478390203_2446319638750898","","",""
"Dear all, \n\nWe saw these dragonflies & damselflies on last Sunday 8.9.19\n\nat Rajarhat area adjacent to Kolkata in South 24-Parganas,\n\nsouthern West Bengal, Eastern India such as :\n\nCommon Clubtail\n\nTrumpet Tail\n\nRufous-backed Marsh Hawk\n\nLittle Blue Marsh Hawk\n\nDitch Jewel\n\nRuddy Marsh Skimmer\n\nBlue Ground Skimmer\n\nEstuarine Skimmer\n\nPied Paddy Skimmer\n\nGreen Marsh Hawk\n\nWandering Glider\n\nRufous Marsh Glider\n\nCommon Picture Wing\n\nLong-legged Marsh Glider\n\nPygmy Dartlet\n\nOrange-tailed Marsh Dart\n\nCoromandel Marsh Dart\n\nSenegal Golden Dartlet\n\nTotal number of species seen : 18\n\n[ Mainly Purab Chowdhury prepared the checklist ]\n\nCheers !  S.Patra,  SundayWatch,  12.9.19, 10.39 a.m.\n\nHere is a wonderful image of female Common Picture Wing\n\ntaken by Purab Chowdhury there on that day :","2019-09-14T07:47:15+0000","216593478390203_2445721252144070","","",""
"Id Help Pls\n\nChiplun, Maharashtra \n\nSept 2019","2019-09-13T17:44:56+0000","216593478390203_2444680812248114","","",""
"```\n**   REGISTRATION DEADLINE EXTENDED TO 5 October 2019          **\n**         6th DragonflySouthAsia Meeting 2019\n              10-13 October | Sindhudurg | Maharashtra**\n\nDragonflySouthAsia (formerly DragonflyIndia) and South Asian Council of Odonatology in collaboration with Syamantak, Sindhudurg invite you to participate in the “6th DragonflySouthAsia Meeting 2019”. The event is in association with DiversityIndia, Nature Mates, Mrugaya Expeditions, Shyampur Siddheswari Mahavidyalaya (Howrah), and Odonata of India. The four days program will feature:\nAnnual meeting of Indian odonatologists\nExpert-guided field trips in and around Dhamapur, Malavan, and Karli River\nInteractive learning sessions such as hands on taxonomy and ecology\nClassroom sessions on biodiversity, climate change, and conservation\n\n**Venue:** Symantak (Dhamapur Lake), Sindhudurg, Maharashtra\n**Event Timings:** 10 October (12 pm onwards) till 13 October (4 pm)\n**Registration Deadline:** 05 October 2019\n\n**Registration Categories:\nCategory 1 (Non-localite)*:** Includes food, accommodation (home stay, 4D-3N), local logistics, study material, and certificate\nINR 5000** (for students / not employed)\nINR 6000 (working professionals)\n\n**Category 2 (Localite):** Includes food, local logistics, study material, and certificate\nINR 1500 (for students / not employed)\nINR 2000 (working professionals)\n\n**Capacity:** 40 participants\n\n**Registration form:** [https://forms.gle/w9LiPSCpP7RopZkA6](https://l.facebook.com/l.php?u=https%3A%2F%2Fforms.gle%2Fw9LiPSCpP7RopZkA6%3Ffbclid%3DIwAR39_CbdhVaNfOJUB7w-bU2XNlYt1Lf9qc2RQR8wkmOX1d1BuOlKAQwzFow&h=AT2bbhhn6xg16MJy7NlW1a5qelaIr2mIAiikCOx9BbJWdYs4l7wsuUcicdszy44wgSdlbTIlxs7EwOMDxx0onUKIHyS96HzcF1wImK0VeK9_YaPZJqUKqiD1WtWCtOT-7t2mr-ZcgpoWeZgUjSGQ)\n*For outside participants, we will provide flexibility in check in and check out day (can provide additional accommodation\nfor 9th and 13th October free of charge)\n**We have limited student bursaries / travel awards. For availing the award, fill in appropriate sections of Registration Form.\n```","2019-09-13T17:10:01+0000","216593478390203_2437913256258203","","",""
"Id please..nilambur..Kerala..India...13/09/19","2019-09-13T16:18:51+0000","216593478390203_2444388642277331","","",""
"Id please?\nElappully Palakkad kerala\n12.09.19","2019-09-12T23:43:15+0000","216593478390203_2443082005741328","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India \n\n26/02/17","2019-09-12T19:00:27+0000","216593478390203_2442649652451230","","",""
"Crocothemis servilia.\n\nSeptember 2019\nKurud Chhattisgarh .","2019-09-12T14:19:12+0000","216593478390203_2441695785879950","","",""
"Pantala flavescens \n\nSeptember 2019\nKurud Chhattisgarh .","2019-09-12T06:52:41+0000","216593478390203_2441696479213214","","",""
"Diplacodes trivialise (Ground skimmer)\nID confirmation Antoine van der Heijden\nPalakkad, Kerala \n\n10 September 2019","2019-09-12T05:26:58+0000","216593478390203_2440538612662334","","",""
"ID pls.(Pseudagrion australasae?)\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n30/07/17","2019-09-12T04:09:07+0000","216593478390203_2440736785975850","","",""
"","2019-09-11T19:13:02+0000","216593478390203_2440879332628262","","",""
"Orthetrum triangulare?\nRobbers' Cave, Dehradun, Uttarakhand\nSeptember '19","2019-09-11T16:02:17+0000","216593478390203_2440551209327741","","",""
"ID requested\nRobbers'Cave, Dehradun, Uttarakhand\nSeptember '19","2019-09-11T15:28:54+0000","216593478390203_2440529299329932","","",""
"ID requested\nRobbers'Cave, Dehradun, Uttarakhand\nSeptember '19","2019-09-11T15:22:07+0000","216593478390203_2440517872664408","","",""
"Id please\n\nBenog WLS : Uttarakhand \n\nSept 2019","2019-09-11T03:39:15+0000","216593478390203_2438434366206092","","",""
"ID requested\nRobbers' Cave, Dehradun district, Uttarakhand\nSeptember '19","2019-09-11T03:37:31+0000","216593478390203_2438913636158165","","",""
"ID requested\nBenog Wildlife Sanctuary, Uttarakhand\nSeptember '19","2019-09-11T03:35:41+0000","216593478390203_2439016426147886","","",""
"Greater Crimson Glider, female\n\nUrothemis signata,  \n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 16/08/17","2019-09-10T17:09:39+0000","216593478390203_2438738906175638","","",""
"ID pls.(Pseudagrion microcephalum?)\n\nDurgapur, West Barddhaman \n\nWest Bengal, India \n\n29/08/17","2019-09-10T16:59:01+0000","216593478390203_2438700632846132","","",""
"Please help with the ID\nLocation: TRIPURA\nAug, 2019","2019-09-10T16:02:41+0000","216593478390203_2438036686245860","","",""
"Id please\n\nBenog WLS : Uttarakhand\n\nSept 2019","2019-09-10T15:56:40+0000","216593478390203_2438435146206014","","",""
"","2019-09-10T08:36:55+0000","216593478390203_2437907586258770","","",""
"ID pls..\n\nDurgapur, West Barddhaman \n\nWest Bengal, India \n\n26/02/17","2019-09-10T03:24:17+0000","216593478390203_2436793689703493","","",""
"ID pls..\n\nDurgapur, West Barddhaman\n\nWest Bengal, India\n\n26/02/17","2019-09-09T18:28:54+0000","216593478390203_2436801496369379","","",""
"Aphiallagma parvum, male\nDurgapur, West Barddhaman\nWest Bengal, India, 26/02/17","2019-09-09T18:00:25+0000","216593478390203_2436715299711332","","",""
"ID requested\nDevaprayag, Uttarakhand, India\nSeptember '19","2019-09-08T17:48:51+0000","216593478390203_2434554389927423","","",""
"Dusky Lilly-squatter\nParacercion calamorum\nDurgapur, West Barddhaman\nWest Bengal, India, 26/02/17","2019-09-08T17:30:37+0000","216593478390203_2434676859915176","","",""
"Ceriagrion coromandelianum. Female. Varadoor, Kannur, Kerala. 08/09/2019","2019-09-08T13:19:41+0000","216593478390203_2434382086611320","","",""
"Greater Blue-Wing (Rhyothemis plutonia), Buxa Tiger Reserve,Alipurduar, WB, India, May 2016","2019-09-08T12:59:03+0000","216593478390203_2434348433281352","","",""
"Id updated Diplacodes trivialis\nFrom Mysuru\nThank you 🙏","2019-09-08T07:13:46+0000","216593478390203_2432571766792352","","",""
"Scarlet Marsh Hawk, male\n\nAethriamanta brevipennis\n\nDurgapur, West Barddhaman\n\nWest Bengal, 09/07/17","2019-09-07T17:29:37+0000","216593478390203_2432713683444827","","",""
"Yellow-tailed Ashy Skimmer, male\n\nPotamarcha congener\n\nDurgapur, West Barddhaman\n\nWest Bengal, India, 27/07/17","2019-09-07T15:45:57+0000","216593478390203_2432619723454223","","",""
"Three-lined Dart\n\nPseudagrion decorum, Female\n\nDurgapur, Barddhaman\n\nWest Bengal, India, 14/08/17","2019-09-07T15:18:36+0000","216593478390203_2432574776792051","","",""
"Dear all, \n\nAn andromorph female of Tiny Hooded Dartlet found at Durgapur !\n\nRajib Maulick excellently clicked an andromorph female of\n\nTiny Hooded Dartlet (Agriocnemis kalinga) on 23.8.17 (23.8.17)\n\nat Durgapur area in West Bardhaman, southern West Bengal,\n\neastern India !\n\nMeaning of andromorph female is that it looks like a male !\n\nThis morph is very rarely seen !\n\nIncidentally, Tiny Hooded Dartlet is the smallest odonate (13-14 mm )\n\nin the Indian Subcontinent !\n\nCongrats Rajib !\n\nCheers !  S.Patra,  SundayWatch,  6.9.19,  3.19 p.m.\n\nHere is that image taken by Rajib Maulick there on that day :","2019-09-07T13:12:06+0000","216593478390203_2432346003481595","","",""
"So we asked why damselflies have these beautiful blue bands on their abdomen. We tested if females like these blue bands but found that female did not choose their mate based on male colour (why will you? colour changes! and not always tells how good the males are). We, however, found that males blue bands tell other males not to mate with them (aka, I am not the date you are looking mate; please don't waste your and my time please). \n\nMoral: When life is short, competition for mating is very high, and everyone around you is crazy for coupling, it is vital to express your sexual preference, nicely but boldly.\n\nNow if you are a science nerd:\n\n","2019-09-06T20:28:45+0000","216593478390203_2427920413924154","","",""
"ID pls.. (Crocothemis erythraea?)\n\nDurgapur, West Barddhaman \n\nWest Bengal, India \n\n25/06/17","2019-09-06T15:40:12+0000","216593478390203_2430630933653102","","",""
"Wandering Glider (Pantala flavescens), Buxa Tiger Reserve, Alipurduar, WB, June 2016","2019-09-06T13:25:34+0000","216593478390203_2430409710341891","","",""
"Dear all, \n\nVagrant Emperor sighted at Andal aerodrome !\n\nWell known dragonfly watcher Amar Nayak excellently clicked\n\na female Vagrant Emperor (Hemianax ephippiger, now Anax ephippiger)\n\non 31.8.19 at Andal aerodrome in West Bardhaman,\n\nsouthern West Bengal, eastern India.\n\nDragonfly expert Arajush Payra told us that\n\nthe species is rarely seen in India,\n\nonly few records are there from entire eastern India !\n\n**Congrats** Amar !\n\nCheers !  S.Patra,  SundayWatch,  4.9.19, 6.41 p.m.\n\nHere is that shot taken by Amar Nayak there on that day :","2019-09-06T02:50:08+0000","216593478390203_2429561773760018","","",""
"Diplacodes trivialis \n\nPalakkad, Kerala \n\n5 September 2019","2019-09-05T16:13:43+0000","216593478390203_2428587227190806","","",""
"Pseudagrion microcephalum\nAkm , Kottayam\n05/09/19","2019-09-05T15:09:49+0000","216593478390203_2428605007189028","","",""
"Calicnemia eximia - Male\n\nDehradun, Uttarakhand , July 2019","2019-09-05T09:21:48+0000","216593478390203_2369725096410353","","",""
"Sindhudurg Marsh dart. Ceriagrion chromothorax. Female. Varadoor, Kannur, Kerala. 31/08/2019","2019-09-04T07:37:10+0000","216593478390203_2426006990782163","","",""
"Identification request for this Damsefly\nIndia, Himachal Pradesh","2019-09-04T06:59:54+0000","216593478390203_2366427846740078","","",""
"Identification help\nIndia, Himachal Pradesh","2019-09-04T06:35:13+0000","216593478390203_2392032000846329","","",""
"Identification help\nIndia, Himachal, Pradesh","2019-09-04T06:34:40+0000","216593478390203_2392011290848400","","",""
"Coral-Tailed Cloudwing\nTholymis tillarga, Libellulidae\nCommon names include old world twister, evening skimmer, crepuscular darter and foggy-winged twister.\nhttps://en.m.wikipedia.org/wiki/Tholymis_tillarga\nTaken at Pusa Farm, RPCAU Pusa, India","2019-09-02T11:38:23+0000","216593478390203_2422414477808081","","",""
"Ceriagrion coromandelianum\n (Coromandel Marsh Dart)\nPalakkad, Kerala\n01/09/2019","2019-09-02T01:46:23+0000","216593478390203_2421070007942528","","",""
"Identified as Diplacodes trivialis\n\nLocation: Makunda Christian Hospital, Karimganj District, Assam\n\nDate: 31st August 2019","2019-09-01T14:31:04+0000","216593478390203_2420803394635856","","",""
